forward,0.000996327,0.004746327,0.015986327,0.034726327,0.060956327,0.094686327,0.135906327,0.184626327,0.240836327,0.304546327,0.375746327,0.454446327,0.540636327,0.634327327,0.735510327,0.844187327,0.960360327,1.084027327,1.215190327,1.353847327
1,0.142314253,0,0,0,0,0,1.68755E-05,0.06195526,0.142633099,0.227759051,0.285377249,0.300791412,0.304123997,0.307673564,0.30707994,0.309641078,0.312858054,0.317272647,0.323193335,0.334830527
5,0.020504658,0,0,0,0,2.53522E-07,0.000131427,0.015557359,0.05063173,0.068208992,0.064735876,0.059758247,0.054075246,0.047642794,0.041698854,0.03657917,0.033273539,0.031489556,0.031188855,0.032193791
10,0,0,0,0,0,5.44371E-06,0.002589653,0.10971392,0.322890042,0.359844828,0.315025171,0.274910179,0.231233701,0.189047765,0.151039749,0.120233509,0.098458651,0.083815059,0.07538767,0.072691087
30,0.000103949,0,0,0,0,1.99862E-06,0.000565109,0.006822478,0.015390159,0.013895818,0.011385995,0.009171933,0.006947319,0.004898646,0.003336867,0.002156515,0.00148095,0.001095249,0.000771556,0.000569281
100,0,0,0,0,0,5.52148E-06,0.0003007,0.002645363,0.003599591,0.002465456,0.00154046,0.000740229,0.000369143,0.000176866,7.88613E-05,4.22225E-05,2.69842E-05,1.87787E-05,1.28982E-05,8.54845E-06
diffuse,,,,,,,,,,,,,,,,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
back,,,,,,,,,,,,,,,,,,,,
1,0.304582739,0.414267284,0.401800573,0.383597829,0.378890312,0.373851817,0.378695893,0.332611565,0.26569734,0.199443095,0.155359467,0.146027281,0.142484019,0.137977427,0.129219268,0.118379691,0.103914544,0.08533428,0.064868508,0.042772043
5,0.038839426,0.044446893,0.041665932,0.037307591,0.035159465,0.033410176,0.033377747,0.029577853,0.019574561,0.013581886,0.012611013,0.012119886,0.011667494,0.011299855,0.010856737,0.010524981,0.010206924,0.009401429,0.00814893,0.006029646
10,0.091541504,0.097748376,0.091088898,0.079633768,0.073741338,0.068636168,0.067496876,0.057367941,0.032748868,0.023854228,0.022307565,0.021174106,0.020368565,0.019411249,0.018827735,0.018927303,0.019040169,0.018939461,0.018093093,0.014832826
30,0.000754491,0.000754291,0.000700865,0.000599431,0.000566172,0.000509085,0.000489312,0.00037432,0.000181654,0.000145378,0.000137081,0.000137402,0.000127463,0.000120037,9.5327E-05,0.000117329,0.000125195,0.000136906,0.00014449,0.000135393
100,1.03845E-05,1.02803E-05,8.62129E-06,6.66103E-06,5.77293E-06,5.0261E-06,4.50817E-06,2.79781E-06,8.02585E-07,3.42695E-07,2.67779E-07,2.60443E-07,1.41563E-07,5.94661E-08,4.46385E-08,8.19149E-08,1.11752E-07,2.30632E-07,4.4737E-07,9.51043E-07
transparent,,,,,,,,,,,,,,,,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
